competitor_count,avg_similarity,opportunity_count,risk_count,missing_feature_count,target_score
20,0.143,5,6,2,66.42
4,0.383,2,6,10,90.42
6,0.833,7,7,8,97.17
14,0.232,1,5,10,72.2
3,0.769,0,3,5,72.78
10,0.525,6,10,0,62.88
7,0.603,7,6,0,88.92
12,0.641,6,8,3,69.97
19,0.625,3,10,8,40.38
14,0.377,2,10,1,36.58
19,0.987,8,7,10,77.33
8,0.328,5,1,4,100.0
19,0.203,9,4,2,98.92
7,0.98,9,2,3,100.0
5,0.697,10,6,5,100.0
12,0.224,3,5,9,86.4
15,0.168,6,4,3,91.8
14,0.262,10,2,9,100.0
10,0.115,5,10,0,67.12
7,0.259,6,5,1,97.53
19,0.205,7,4,4,90.88
7,0.603,3,10,1,50.92
12,0.595,5,5,1,73.12
7,0.319,6,8,9,100.0
10,0.526,5,0,3,100.0
2,0.285,3,10,2,70.88
12,0.129,8,9,2,88.78
18,0.338,9,8,5,87.55
13,0.856,7,2,10,100.0
13,0.679,7,4,3,89.03
18,0.705,5,6,6,64.38
2,0.948,10,5,0,100.0
10,0.236,0,10,9,52.1
6,0.539,2,0,5,96.53
0,0.608,7,6,8,100.0
13,0.415,4,6,7,77.62
9,0.378,3,1,0,86.55
17,0.967,9,3,2,87.83
4,0.792,10,1,4,100.0
18,0.365,4,1,5,84.88
3,0.465,5,4,1,98.38
1,0.657,10,1,6,100.0
3,0.527,1,1,3,88.83
9,0.942,9,3,2,100.0
16,0.604,3,6,9,64.9
16,0.498,8,8,2,75.55
17,0.463,5,7,8,72.42
19,0.146,5,3,2,80.35
2,0.939,1,1,8,90.53
20,0.459,1,0,9,72.53
4,0.943,8,9,1,82.42
6,0.725,8,0,7,100.0
10,0.924,7,7,2,74.9
16,0.788,5,0,4,86.3
9,0.391,7,4,5,100.0
4,0.108,8,7,3,100.0
4,0.346,5,9,10,97.35
20,0.402,0,5,8,45.95
0,0.381,3,2,1,100.0
3,0.608,1,3,10,92.8
11,0.11,4,9,7,77.25
15,0.31,8,3,6,100.0
15,0.99,4,8,10,57.25
20,0.968,3,0,6,65.8
9,0.966,9,4,2,99.85
4,0.373,1,9,5,62.67
12,0.16,5,3,2,94.0
8,0.74,7,6,6,95.5
13,0.154,6,4,2,94.15
1,0.739,10,0,2,100.0
16,0.864,5,3,7,78.4
6,0.792,2,0,3,86.2
2,0.494,2,10,3,61.65
20,0.499,6,2,0,75.53
7,0.855,10,2,2,100.0
15,0.322,3,5,9,77.95
15,0.569,9,9,0,73.78
0,0.648,1,9,5,63.8
11,0.163,9,2,5,100.0
11,0.779,7,7,10,92.53
12,0.88,7,7,9,86.0
12,0.974,0,1,10,67.65
1,0.668,4,7,7,91.3
8,0.191,1,3,5,83.22
11,0.115,4,3,7,100.0
12,0.183,8,4,5,100.0
12,0.598,4,1,5,91.05
5,0.916,0,1,1,65.1
18,0.323,6,8,7,73.92
15,0.525,9,7,4,90.88
0,0.786,9,9,6,100.0
15,0.398,1,9,8,46.05
11,0.425,4,10,1,53.38
1,0.54,5,8,9,100.0
16,0.414,8,0,4,100.0
18,0.468,2,5,4,52.3
10,0.582,3,10,9,61.45
19,0.3,9,7,6,92.5
7,0.443,7,2,7,100.0
9,0.74,8,10,9,89.5
19,0.451,8,8,0,66.72
20,0.117,7,10,0,59.08
4,0.444,10,2,3,100.0
7,0.612,9,3,4,100.0
20,0.979,8,3,5,81.53
12,0.688,7,3,10,100.0
9,0.585,3,2,9,95.38
5,0.366,5,1,4,100.0
12,0.372,1,5,5,62.7
12,0.659,8,1,6,100.0
0,0.598,8,8,6,100.0
0,0.947,9,6,5,100.0
14,0.816,9,0,5,100.0
9,0.932,10,2,10,100.0
6,0.483,10,4,4,100.0
14,0.709,0,5,1,36.28
14,0.528,5,5,9,86.8
7,0.885,1,4,8,69.88
15,0.524,5,7,4,66.9
10,0.315,0,0,3,78.12
4,0.924,0,1,8,80.9
8,0.717,9,1,3,100.0
4,0.383,1,5,3,74.42
6,0.735,4,3,3,87.62
10,0.166,9,1,5,100.0
16,0.242,3,6,6,67.95
17,0.817,6,10,1,43.58
12,0.292,4,9,0,56.7
6,0.604,6,3,0,96.9
7,0.202,0,4,7,78.95
11,0.941,6,8,7,72.47
3,0.14,6,1,9,100.0
3,0.311,7,8,6,100.0
19,0.645,9,8,4,75.88
14,0.195,7,1,1,100.0
18,0.279,3,4,10,79.03
9,0.677,10,10,8,100.0
7,0.614,6,7,9,96.65
2,0.564,9,1,4,100.0
15,0.631,2,1,0,62.23
7,0.736,8,9,6,91.6
9,0.314,5,2,4,100.0
8,0.994,8,2,4,100.0
8,0.456,8,4,6,100.0
5,0.814,8,7,3,95.65
19,0.785,4,9,4,38.38
12,0.333,2,9,6,55.67
10,0.261,8,10,5,91.47
14,0.929,8,2,4,96.78
12,0.393,6,5,7,96.17
0,0.792,8,2,3,100.0
0,0.475,1,9,6,70.12
16,0.165,0,7,4,43.88
10,0.518,6,7,2,79.05
20,0.261,4,3,9,83.47
19,0.237,0,3,6,56.08
6,0.259,6,1,3,100.0
2,0.82,5,4,1,91.5
11,0.198,7,10,5,85.05
0,0.216,9,9,5,100.0
14,0.794,1,5,10,58.15
8,0.17,10,2,8,100.0
1,0.314,1,3,5,94.15
3,0.18,1,9,4,67.5
1,0.697,9,7,6,100.0
18,0.466,2,7,2,40.35
18,0.597,4,6,3,55.08
6,0.935,2,8,4,52.62
15,0.346,4,4,3,75.35
16,0.909,5,8,8,59.27
17,0.646,10,9,2,77.85
0,0.889,5,8,10,95.78
10,0.597,0,6,10,61.08
6,0.1,0,10,5,55.5
5,0.283,9,0,4,100.0
17,0.171,4,0,3,91.72
12,0.584,0,7,0,33.4
3,0.735,3,0,2,97.62
1,0.661,0,9,7,59.47
6,0.294,6,8,9,100.0
14,0.543,1,4,9,66.42
1,0.555,2,8,3,70.12
17,0.408,8,5,3,89.8
15,0.913,3,2,9,75.17
7,0.211,4,4,2,92.72
6,0.126,5,6,10,100.0
17,0.5,5,6,6,71.5
12,0.365,3,8,7,66.88
13,0.623,1,3,7,66.42
3,0.569,1,0,4,93.78
8,0.285,1,6,8,74.88
0,0.836,4,1,10,100.0
13,0.642,4,3,3,75.95
1,0.31,3,3,4,100.0
16,0.827,8,2,10,100.0
13,0.262,0,0,2,71.45
0,0.405,2,9,8,81.88
12,0.343,7,5,2,93.42
7,0.563,7,10,3,79.92
16,0.578,0,8,6,33.55
8,0.379,7,3,5,100.0
13,0.428,10,3,2,100.0
19,0.644,9,0,2,100.0
17,0.33,0,5,0,37.75
19,0.641,5,6,8,67.97
10,0.794,8,9,1,74.15
18,0.306,2,9,10,52.35
5,0.497,4,0,1,100.0
6,0.62,4,0,3,100.0
17,0.186,9,4,5,100.0
8,0.933,5,9,5,64.67
14,0.401,1,7,1,41.98
9,0.63,5,8,3,70.25
11,0.982,9,7,4,87.45
17,0.405,7,6,10,93.88
19,0.433,9,4,5,99.17
13,0.272,4,4,7,89.2
14,0.294,8,4,9,100.0
19,0.547,5,7,6,62.33
5,0.516,7,7,5,100.0
7,0.361,10,4,0,100.0
12,0.985,7,9,7,71.38
18,0.204,3,6,3,58.9
7,0.948,0,7,10,54.3
18,0.608,1,9,4,26.8
1,0.283,9,1,1,100.0
20,0.149,7,8,3,72.28
10,0.659,0,4,5,57.52
3,0.429,7,10,1,87.28
5,0.397,3,9,4,70.08
6,0.795,3,5,1,68.12
9,0.519,10,0,5,100.0
19,0.264,6,5,1,73.4
19,0.192,8,8,0,73.2
6,0.117,10,7,5,100.0
7,0.524,2,10,10,64.9
6,0.544,4,3,7,100.0
4,0.901,5,3,0,87.47
8,0.721,3,2,6,87.97
2,0.435,10,7,2,100.0
15,0.807,6,5,1,67.83
8,0.338,0,0,2,79.55
10,0.254,10,6,10,100.0
6,0.308,9,9,5,100.0
7,0.766,5,7,9,86.85
4,0.371,6,6,1,96.72
14,0.637,2,2,9,78.08
0,0.49,2,10,8,75.75
13,0.939,0,1,8,62.53
14,0.749,4,9,9,59.27
8,0.134,4,4,2,92.65
14,0.962,0,10,1,9.95
11,0.641,1,9,4,39.98
6,0.191,7,6,10,100.0
11,0.259,0,8,5,49.53
14,0.817,9,4,8,100.0
9,0.787,2,10,10,54.33
18,0.469,5,10,8,58.27
9,0.133,0,2,3,76.67
10,0.705,3,2,3,78.38
1,0.324,5,9,5,93.9
2,0.991,10,1,5,100.0
16,0.78,2,4,6,56.5
16,0.858,10,8,3,80.55
7,0.231,6,10,0,76.22
3,0.25,6,4,2,100.0
12,0.667,10,5,6,100.0
3,0.492,3,3,0,87.7
12,0.437,3,2,5,85.08
0,0.406,9,6,4,100.0
14,0.119,5,3,1,89.03
6,0.87,2,9,1,44.25
3,0.308,6,6,2,100.0
6,0.958,8,10,7,86.05
19,0.674,2,3,4,53.15
5,0.334,10,1,8,100.0
9,0.238,8,8,8,100.0
11,0.8,5,9,10,72.0
13,0.595,2,9,5,45.12
12,0.822,7,5,9,95.45
20,0.461,10,8,0,76.47
9,0.84,5,0,9,100.0
6,0.683,10,8,4,100.0
6,0.519,2,2,2,83.03
9,0.841,5,3,0,78.97
18,0.946,6,9,5,50.35
9,0.228,4,1,2,100.0
10,0.54,5,2,1,90.5
13,0.658,9,5,0,91.55
15,0.836,10,2,3,100.0
19,0.459,3,9,4,40.52
20,0.212,5,2,5,86.7
3,0.16,2,6,9,96.0
2,0.712,5,8,6,88.2
14,0.378,8,7,8,98.55
12,0.198,9,1,7,100.0
9,0.432,3,10,10,69.2
19,0.851,10,10,9,78.72
7,0.794,8,7,2,90.15
18,0.703,0,2,0,38.42
5,0.573,4,8,0,67.67
14,0.91,5,2,8,87.25
6,0.506,10,1,2,100.0
14,0.583,9,7,7,97.42
2,0.63,1,0,4,94.25
11,0.743,6,7,2,71.42
6,0.73,8,8,2,89.75
3,0.53,4,0,6,100.0
4,0.857,9,0,0,100.0
12,0.312,1,3,1,64.2
7,0.357,0,4,0,61.08
20,0.153,0,9,3,26.17
9,0.584,3,9,6,61.4
15,0.987,8,9,9,75.33
2,0.653,6,5,5,100.0
14,0.205,4,4,4,82.88
0,0.758,3,5,8,95.05
3,0.212,0,9,6,64.7
1,0.439,4,3,1,100.0
14,0.898,1,6,3,37.55
0,0.753,4,4,4,97.17
20,0.486,7,7,9,79.85
13,0.873,9,7,2,82.17
3,0.262,1,8,2,65.45
8,0.992,1,5,7,59.2
15,0.994,6,5,7,75.15
16,0.259,10,0,5,100.0
19,0.836,5,4,2,59.1
4,0.723,5,3,5,100.0
18,0.224,1,2,6,68.4
16,0.537,9,1,2,100.0
13,0.146,10,1,3,100.0
14,0.101,6,0,3,100.0
19,0.842,7,2,6,86.95
16,0.308,10,8,8,100.0
10,0.947,9,8,4,86.33
5,0.755,8,4,6,100.0
13,0.144,9,4,7,100.0
14,0.818,8,5,9,97.55
17,0.121,7,1,0,100.0
3,0.274,4,2,9,100.0
4,0.397,7,0,3,100.0
10,0.744,7,2,4,100.0
9,0.78,10,4,5,100.0
11,0.648,2,3,6,73.8
15,0.264,5,5,3,79.4
2,0.491,1,2,7,95.72
4,0.36,8,1,6,100.0
11,0.194,10,9,5,100.0
18,0.407,1,6,8,51.83
7,0.873,7,0,5,100.0
0,0.436,9,9,1,100.0
5,0.26,0,7,0,55.5
11,0.375,1,0,7,88.62
14,0.579,5,6,8,79.53
15,0.667,6,9,2,57.33
19,0.908,10,5,8,95.3
2,0.584,8,3,6,100.0
11,0.481,9,7,5,100.0
10,0.224,1,8,5,58.4
19,0.59,0,1,2,47.25
3,0.28,0,3,10,95.0
13,0.254,5,4,3,87.65
2,0.418,7,10,0,87.55
19,0.925,8,7,1,60.88
9,0.591,1,3,2,65.22
19,0.218,9,6,8,100.0
13,0.902,10,4,4,100.0
1,0.341,9,7,5,100.0
4,0.273,10,8,2,100.0
17,0.375,4,6,2,60.62
15,0.818,2,1,2,61.55
20,0.437,9,9,5,77.08
17,0.18,1,3,4,63.5
5,0.346,7,2,2,100.0
12,0.842,8,9,8,82.95
15,0.483,10,10,3,83.92
14,0.817,7,9,4,65.58
0,0.462,6,4,6,100.0
0,0.484,9,1,1,100.0
13,0.559,9,0,1,100.0
17,0.763,2,1,7,68.92
8,0.183,9,1,6,100.0
19,0.375,0,9,3,22.62
16,0.53,1,3,8,64.75
17,0.776,5,4,8,76.6
1,0.166,7,7,5,100.0
3,0.559,2,7,1,66.03
0,0.308,4,6,9,100.0
5,0.217,10,0,8,100.0
18,0.924,4,10,1,26.9
17,0.61,4,1,9,88.75
13,0.372,8,4,7,100.0
5,0.698,9,3,3,100.0
16,0.636,10,1,3,100.0
20,0.353,3,10,7,43.17
16,0.706,4,9,6,50.35
8,0.695,5,9,6,72.62
5,0.517,8,8,6,100.0
19,0.28,7,0,6,100.0
2,0.962,1,0,2,81.95
16,0.335,3,9,0,41.62
19,0.786,3,7,2,36.35
0,0.715,10,5,5,100.0
4,0.74,8,3,9,100.0
11,0.275,10,8,3,100.0
10,0.414,9,5,1,100.0
14,0.996,9,0,8,100.0
14,0.748,2,8,2,37.3
16,0.658,6,4,5,81.55
10,0.777,7,4,10,100.0
20,0.412,0,3,3,43.7
9,0.843,10,8,9,100.0
8,0.372,4,7,9,88.7
6,0.672,8,5,5,100.0
10,0.421,1,3,6,75.47
16,0.162,5,6,6,81.95
6,0.678,5,9,10,85.05
10,0.387,1,7,5,58.33
10,0.151,2,0,8,100.0
10,0.14,9,7,0,100.0
9,0.994,10,0,6,100.0
3,0.188,7,8,9,100.0
20,0.787,9,9,10,78.33
8,0.448,2,7,5,66.8
20,0.687,0,5,3,28.83
17,0.474,4,5,5,68.15
1,0.973,2,6,4,69.67
18,0.955,10,1,2,100.0
15,0.882,0,7,3,25.95
5,0.754,9,2,8,100.0
9,0.7,7,10,3,72.5
9,0.724,1,8,2,41.9
11,0.108,6,10,7,85.3
5,0.677,4,1,8,100.0
5,0.491,4,7,9,91.72
17,0.654,8,2,5,99.65
15,0.489,0,8,8,41.77
9,0.452,9,9,8,100.0
19,0.468,1,2,2,52.3
15,0.641,4,2,7,83.97
7,0.877,4,5,10,88.08
2,0.167,9,0,2,100.0
1,0.591,4,1,4,100.0
17,0.801,1,9,5,25.97
9,0.462,0,5,5,60.45
9,0.353,8,1,7,100.0
2,0.515,10,1,3,100.0
0,0.527,8,0,3,100.0
6,0.979,7,2,8,100.0
17,0.821,8,3,2,85.47
2,0.392,10,5,6,100.0
4,0.869,5,3,3,94.28
11,0.939,1,9,5,34.53
13,0.107,0,1,10,87.33
5,0.778,3,0,8,100.0
2,0.194,5,3,10,100.0
6,0.18,3,9,2,69.5
7,0.177,3,5,3,85.58
2,0.559,6,5,7,100.0
19,0.157,4,8,1,52.08
13,0.238,2,1,9,94.05
8,0.472,2,8,7,66.2
6,0.913,0,6,3,47.17
8,0.834,9,8,9,100.0
16,0.151,7,9,1,72.22
18,0.653,1,5,3,39.67
7,0.349,0,4,7,75.28
20,0.705,6,1,6,86.38
8,0.84,9,7,4,97.0
14,0.837,1,10,5,27.08
16,0.596,6,4,2,77.1
7,0.145,2,3,7,96.38
12,0.312,5,9,8,78.2
12,0.583,7,4,7,100.0
16,0.125,8,4,5,100.0
13,0.469,0,3,2,54.27
1,0.704,0,4,6,76.4
1,0.396,1,10,7,68.1
0,0.175,9,8,3,100.0
12,0.359,7,7,2,85.03
10,0.865,10,7,1,92.38
6,0.25,2,7,2,69.75
14,0.597,2,8,0,37.08
16,0.842,6,4,10,86.95
4,0.95,7,5,2,94.25
19,0.14,10,4,2,100.0
14,0.219,4,5,1,72.53
18,0.698,3,7,7,50.55
16,0.177,0,0,9,81.58
4,0.224,10,8,1,100.0
4,0.927,8,1,4,100.0
2,0.976,9,7,9,100.0
8,0.951,0,4,10,64.22
4,0.645,7,6,0,93.88
17,0.318,10,4,3,100.0
17,0.815,2,7,0,29.62
20,0.828,8,2,9,97.3
0,0.808,0,7,8,67.8
15,0.19,2,10,0,37.25
14,0.898,4,1,9,87.55
8,0.866,6,7,6,82.35
8,0.155,1,5,2,70.12
10,0.836,0,5,2,43.1
16,0.134,9,7,2,94.65
20,0.939,10,4,5,90.53
9,0.891,0,6,3,41.73
4,0.645,5,8,6,85.88
14,0.986,0,2,10,59.35
0,0.83,2,7,8,79.25
20,0.271,8,3,4,97.22
2,0.287,10,2,6,100.0
2,0.908,5,5,4,91.3
12,0.541,6,3,4,94.47
6,0.769,6,4,3,94.78
18,0.762,3,8,7,44.95
11,0.84,9,3,1,100.0
17,0.426,2,3,4,63.35
11,0.242,10,4,5,100.0
16,0.967,6,2,10,91.83
14,0.824,0,5,7,45.4
6,0.376,6,2,0,100.0
10,0.85,1,9,7,42.75
10,0.263,9,10,9,100.0
3,0.835,3,5,8,87.12
3,0.65,3,2,4,95.75
14,0.111,1,10,1,37.22
10,0.101,2,8,8,73.47
16,0.749,1,8,4,31.27
8,0.326,1,7,6,65.85
16,0.373,2,1,9,84.67
18,0.228,7,5,1,82.3
14,0.934,1,3,10,62.65
10,0.512,9,4,4,100.0
0,0.624,10,2,9,100.0
15,0.119,2,4,9,81.03
14,0.17,0,7,1,41.75
7,0.624,3,1,7,98.4
10,0.545,4,3,5,88.38
20,0.173,4,3,4,75.67
8,0.895,6,9,4,69.62
13,0.223,8,3,0,100.0
10,0.643,3,0,10,100.0
3,0.101,2,6,4,87.47
18,0.508,10,3,4,100.0
9,0.86,0,3,10,68.5
20,0.22,0,3,7,56.5
2,0.976,6,2,7,100.0
18,0.14,9,5,4,100.0
15,0.193,10,5,4,100.0
2,0.669,5,3,3,100.0
11,0.614,0,9,10,46.65
13,0.907,0,5,0,31.33
12,0.129,0,3,4,68.78
13,0.814,10,2,5,100.0
6,0.656,5,10,3,67.6
7,0.382,3,2,1,88.45
2,0.417,1,0,0,91.58
14,0.689,2,6,2,46.78
3,0.456,10,0,7,100.0
16,0.104,9,3,0,100.0
2,0.527,9,1,7,100.0
3,0.469,10,9,10,100.0
3,0.683,8,6,4,100.0
10,0.418,5,2,9,100.0
13,0.712,9,1,2,100.0
3,0.37,5,2,9,100.0
17,0.108,2,9,7,53.3
10,0.613,0,1,5,70.67
8,0.668,6,1,1,100.0
12,0.255,4,3,8,97.62
6,0.522,9,9,9,100.0
14,0.756,10,0,6,100.0
1,0.207,1,2,0,90.83
10,0.533,4,0,1,92.67
12,0.178,9,4,5,100.0
20,0.443,6,7,5,66.92
3,0.704,0,2,7,82.4
9,0.375,4,0,4,100.0
12,0.57,3,10,1,41.75
5,0.155,2,9,0,62.12
1,0.697,6,1,2,100.0
19,0.968,3,2,7,61.8
16,0.581,6,3,4,85.47
3,0.835,6,2,9,100.0
8,0.197,3,7,6,81.08
7,0.803,1,6,1,49.92
15,0.906,6,1,2,83.35
6,0.445,10,2,4,100.0
6,0.955,9,1,9,100.0
8,0.891,6,0,5,100.0
11,0.238,6,9,6,84.05
7,0.298,0,8,0,46.55
9,0.314,7,6,5,100.0
2,0.566,2,7,4,73.85
3,0.18,5,3,1,100.0
10,0.592,9,2,0,100.0
2,0.646,2,6,8,83.85
6,0.935,5,10,9,72.62
13,0.251,2,2,5,81.72
16,0.288,5,0,7,100.0
16,0.616,10,7,2,88.6
18,0.992,3,10,0,17.2
11,0.625,5,5,8,88.38
12,0.563,9,6,1,93.92
10,0.222,9,5,9,100.0
10,0.268,7,2,4,100.0
2,0.684,3,5,7,90.9
3,0.949,0,3,9,76.28
16,0.414,9,7,1,85.65
8,0.191,5,7,1,83.22
9,0.42,0,8,8,55.5
4,0.137,10,9,7,100.0
11,0.645,1,6,10,63.88
2,0.168,2,5,1,85.8
15,0.769,9,5,0,84.78
2,0.998,8,7,0,91.05
4,0.734,1,5,4,67.65
0,0.828,4,1,1,100.0
20,0.537,9,1,1,98.58
17,0.326,0,10,3,23.85
17,0.814,5,0,4,83.65
9,0.202,3,1,3,96.95
2,0.382,8,5,5,100.0
4,0.292,4,2,9,100.0
11,0.175,8,9,2,89.62
9,0.312,7,5,7,100.0
6,0.505,5,2,8,100.0
5,0.73,2,5,10,83.75
8,0.934,5,9,9,72.65
12,0.793,10,7,10,100.0
4,0.751,3,10,4,59.22
6,0.624,2,4,0,68.4
15,0.878,3,9,3,36.05
14,0.494,3,10,2,41.65
9,0.715,4,0,1,90.12
13,0.848,3,3,0,58.8
4,0.429,6,2,6,100.0
10,0.108,10,9,2,100.0
10,0.263,0,5,0,53.42
1,0.392,4,10,8,88.2
7,0.728,6,1,4,100.0
9,0.954,9,0,7,100.0
3,0.326,2,3,10,100.0
17,0.428,10,4,4,100.0
20,0.398,10,4,3,100.0
12,0.654,3,0,6,89.65
9,0.613,3,7,4,64.67
11,0.82,10,3,7,100.0
20,0.421,3,10,8,43.48
7,0.527,1,8,5,56.83
3,0.285,5,4,2,100.0
19,0.52,0,10,10,29.0
16,0.276,10,10,9,99.1
10,0.675,7,1,2,100.0
5,0.645,0,9,2,41.88
19,0.32,5,2,8,92.0
0,0.764,9,2,5,100.0
0,0.466,1,6,1,72.35
11,0.46,9,2,10,100.0
8,0.175,10,8,5,100.0
8,0.248,8,5,0,100.0
9,0.89,4,0,6,95.75
8,0.36,1,9,9,63.0
4,0.843,9,8,7,100.0
5,0.901,10,2,9,100.0
15,0.642,6,7,3,67.95
2,0.581,5,0,3,100.0
19,0.244,6,4,6,87.9
6,0.79,1,3,1,64.25
4,0.858,4,5,5,84.55
1,0.157,6,7,5,100.0
12,0.235,1,4,0,60.12
1,0.25,5,8,10,100.0
20,0.38,5,3,7,82.5
16,0.165,7,9,3,75.88
18,0.574,4,7,8,61.65
3,0.51,5,10,2,75.25
6,0.795,6,1,6,100.0
5,0.707,3,0,10,100.0
1,0.92,1,2,10,93.0
4,0.979,4,2,4,91.53
13,0.569,7,9,0,65.78
3,0.283,3,10,1,66.92
1,0.117,5,5,8,100.0
4,0.198,8,0,1,100.0
12,0.586,1,0,10,87.35
13,0.147,5,6,10,96.33
19,0.427,1,6,1,35.33
15,0.877,5,7,2,54.08
12,0.897,5,10,1,45.58
19,0.979,10,1,0,93.53
11,0.542,4,8,10,76.45
11,0.776,1,3,7,66.6
6,0.476,5,6,6,94.1
10,0.249,10,8,1,100.0
5,0.212,4,10,6,80.7
6,0.787,1,4,4,66.33
14,0.693,0,9,7,32.67
6,0.667,6,9,9,89.33
11,0.715,6,4,1,82.12
20,0.816,8,2,2,83.6
12,0.899,4,3,9,83.53
18,0.321,3,2,7,79.97
17,0.438,8,2,9,100.0
3,0.481,10,4,7,100.0
3,0.532,7,4,8,100.0
3,0.377,6,3,2,100.0
3,0.747,1,3,0,69.33
14,0.443,1,8,3,40.92
11,0.749,0,9,9,41.27
4,0.937,10,9,8,100.0
18,0.613,3,8,6,46.67
4,0.7,3,8,10,80.5
13,0.161,8,5,10,100.0
6,0.874,7,5,6,100.0
12,0.632,2,9,5,46.2
19,0.499,4,2,6,77.53
5,0.209,3,1,2,100.0
16,0.435,10,9,4,89.12
2,0.822,1,3,7,83.45
18,0.57,1,4,8,55.75
12,0.289,1,8,8,58.78
7,0.705,7,10,5,80.38
18,0.602,6,2,3,82.95
12,0.715,1,4,1,50.12
13,0.724,3,4,4,65.9
9,0.776,2,5,3,60.6
15,0.619,9,10,9,86.53
15,0.873,3,2,3,64.17
17,0.325,9,6,2,91.88
5,0.167,6,0,2,100.0
12,0.698,6,9,8,74.55
11,0.324,10,4,9,100.0
11,0.699,1,10,2,30.53
14,0.331,10,2,6,100.0
12,0.339,3,4,4,77.53
15,0.964,7,7,6,71.9
6,0.756,2,2,6,85.1
14,0.417,9,3,6,100.0
4,0.749,2,5,4,73.28
18,0.543,3,8,1,38.42
19,0.403,2,9,9,45.92
14,0.431,5,0,5,100.0
4,0.33,6,10,1,81.75
16,0.692,7,1,8,100.0
2,0.983,3,4,9,91.42
7,0.179,8,2,4,100.0
2,0.903,7,6,3,97.42
16,0.383,2,6,9,64.42
8,0.883,7,7,2,79.92
0,0.878,6,10,7,88.05
13,0.359,1,5,3,57.03
17,0.137,7,9,4,76.58
18,0.402,1,4,10,63.95
16,0.79,0,5,0,28.25
12,0.894,1,5,3,45.65
9,0.423,4,10,3,61.42
5,0.798,10,7,6,100.0
1,0.301,1,3,8,100.0
14,0.127,1,0,10,94.83
16,0.974,8,1,1,89.65
3,0.107,9,8,5,100.0
11,0.383,9,7,8,100.0
4,0.566,5,5,5,97.85
10,0.521,3,0,2,88.97
1,0.669,3,6,4,83.28
5,0.166,1,5,8,87.85
6,0.739,2,7,1,55.53
17,0.746,4,2,1,65.35
11,0.124,1,4,8,80.9
12,0.276,3,3,4,83.1
6,0.228,2,7,4,74.3
18,0.693,6,4,9,84.67
1,0.632,6,5,6,100.0
9,0.499,5,2,3,97.53
6,0.414,2,1,8,100.0
17,0.109,6,7,7,85.28
7,0.854,8,10,2,76.65
17,0.15,3,1,8,92.25
14,0.757,0,0,4,61.08
19,0.114,5,10,9,67.15
14,0.419,3,2,10,91.53
9,0.765,5,3,9,98.88
4,0.529,4,8,1,72.78
16,0.665,8,3,2,91.38
12,0.601,10,4,3,100.0
7,0.17,5,8,3,85.75
12,0.487,0,10,3,29.83
4,0.567,8,8,0,93.83
0,0.555,2,4,6,94.12
2,0.107,10,6,9,100.0
13,0.45,3,9,8,60.75
6,0.196,1,4,3,79.1
1,0.437,1,3,0,81.08
5,0.851,6,9,4,76.72
10,0.207,4,3,3,92.83
6,0.581,1,10,5,49.47
3,0.978,0,3,4,65.55
8,0.611,7,2,3,100.0
17,0.58,6,5,9,85.5
4,0.157,8,6,6,100.0
9,0.909,2,1,9,85.28
14,0.934,6,4,4,76.65
12,0.124,4,0,8,100.0
14,0.515,5,4,3,79.12
1,0.678,0,8,10,69.05
12,0.49,4,4,3,77.75
11,0.333,2,1,9,95.67
3,0.935,8,3,8,100.0
15,0.971,10,6,10,100.0
19,0.276,6,8,0,59.1
3,0.997,9,10,8,99.08
20,0.763,4,7,5,46.92
9,0.436,7,10,2,77.1
18,0.532,2,9,9,44.7
19,0.888,10,7,6,83.8
5,0.894,2,2,2,75.65
9,0.534,5,4,4,90.65
13,0.283,6,10,1,64.92
20,0.951,2,4,1,34.23
2,0.262,1,6,9,89.45
6,0.127,8,10,9,100.0
10,0.963,3,9,9,55.92
1,0.768,10,5,5,100.0
17,0.409,9,5,8,100.0
1,0.329,6,8,4,100.0
16,0.312,3,0,6,90.2
20,0.241,3,2,5,73.97
10,0.463,7,4,10,100.0
6,0.361,4,2,9,100.0
13,0.264,2,2,3,77.4
5,0.823,4,4,1,79.42
20,0.938,7,1,3,80.55
5,0.984,3,4,9,85.4
9,0.515,4,2,3,91.12
11,0.861,3,8,7,56.48
5,0.669,5,5,10,100.0
20,0.188,0,10,7,29.3
0,0.364,6,2,4,100.0
4,0.572,1,2,7,89.7
11,0.648,10,6,4,100.0
8,0.259,1,5,0,63.53
11,0.754,5,7,1,63.15
2,0.42,9,4,5,100.0
11,0.586,4,2,5,89.35
5,0.786,7,6,3,94.35
5,0.743,1,4,9,79.42
9,0.673,9,3,0,100.0
5,0.99,4,6,7,79.25
15,0.965,10,9,7,83.88
6,0.711,10,7,8,100.0
9,0.63,9,6,6,100.0
13,0.612,2,4,5,64.7
6,0.961,7,3,10,100.0
15,0.154,1,5,7,66.15
15,0.535,10,5,0,96.62
16,0.904,6,2,8,89.4
7,0.223,5,1,0,100.0
10,0.176,5,0,8,100.0
18,0.889,3,0,4,67.78
5,0.779,0,9,9,52.53
13,0.684,4,1,4,84.9
10,0.43,6,2,2,100.0
10,0.315,6,1,2,100.0
7,0.462,6,4,3,100.0
13,0.852,10,7,1,86.7
1,0.616,5,9,6,88.6
10,0.74,9,5,2,99.5
8,0.857,0,5,6,54.58
6,0.873,7,9,10,92.17
16,0.394,2,5,6,62.15
